latitude,longitude,season_year,season,nasa_solar_irradiance_allsky,nasa_solar_irradiance_clearsky,nasa_clearness_index,nasa_longwave_radiation,nasa_uv_index,nasa_temperature_2m,nasa_dewpoint_2m,nasa_earth_skin_temperature,nasa_relative_humidity,nasa_specific_humidity,nasa_precipitation,nasa_wind_speed_10m,nasa_wind_direction_10m,nasa_surface_pressure,nasa_cloud_amount,temperature_2m_mean,dewpoint_2m_mean,relative_humidity_2m_mean,precipitation_sum,wind_speed_10m_mean,wind_direction_10m_mean,surface_pressure_mean,pressure_msl_mean,cloud_cover_mean,shortwave_radiation_sum,temperature_2m_max,temperature_2m_min,relative_humidity_2m_max,relative_humidity_2m_min,wind_speed_10m_max,cloud_cover_low_mean,cloud_cover_mid_mean,cloud_cover_high_mean,temp_range_daily,humidity_range,cloud_stratification,wind_speed_80m_mean,wind_speed_80m_max,wind_speed_120m_mean,wind_speed_120m_max,wind_speed_180m_mean,wind_speed_180m_max,wind_shear_coefficient,wind_power_density_80m,wind_power_density_120m,wind_power_density_180m,solar_utilization_ratio,solar_wind_complementarity,growing_degree_days,frost_risk,heat_stress,soil_temp_proxy,soil_air_temp_diff,heavy_rain_flag,extreme_rain_flag,days_count
8.5,77.0,2000,Monsoon,11.927950819672132,24.90622950819672,0.5299180327868853,35.36319672131148,2.1472131147540985,26.032622950819672,23.534016393442624,26.40975409836065,86.36106557377049,18.27704918032787,3.195081967213115,5.890409836065574,284.2598360655737,99.8366393442623,71.60819672131149,26.032622950819672,23.534016393442624,86.36106557377049,389.8,5.890409836065574,284.2598360655737,99.8366393442623,870.0,71.60819672131149,2258.61,28.06,24.86,86.36106557377049,75.87,8.58,71.60819672131149,71.60819672131149,71.60819672131149,0.0,0.0,0.0,7.880941628655275,7.880941628655275,8.341245184200837,8.341245184200837,8.828433771159075,8.828433771159075,0.1399999999999999,7.331567374622577,8.692709349598937,10.306554107128386,0.4792294930418228,0.0919897359427058,16.032622950819672,0.0,0.0,26.40975409836065,0.3771311475409836,0.0,0.0,122
8.5,77.0,2000,Post-Monsoon,11.404918032786886,23.154098360655738,0.4952459016393443,35.15491803278688,1.802622950819672,26.10360655737705,22.828196721311475,26.779836065573768,82.65081967213115,17.508852459016392,2.400655737704918,3.853934426229508,193.1672131147541,99.94131147540983,64.28196721311475,26.10360655737705,22.828196721311475,82.65081967213115,146.44,3.853934426229508,193.1672131147541,99.94131147540983,870.0,64.28196721311475,1044.78,27.73,24.46,82.65081967213115,68.08,5.91,64.28196721311475,64.28196721311475,64.28196721311475,0.0,0.0,0.0,5.156285063191263,5.156285063191263,5.457449119446098,5.457449119446098,5.776203318152003,5.776203318152003,0.1399999999999999,2.124089127697085,2.518436846618275,2.985997182369224,0.4932717357348318,0.1434443391204077,16.10360655737705,0.0,0.0,26.779836065573768,0.6762295081967216,0.0,0.0,61
8.5,77.0,2000,Pre-Monsoon,12.0,25.22228260869565,0.58,35.76358695652174,2.313043478260869,28.249456521739127,23.136304347826087,29.31217391304348,75.02369565217391,17.89913043478261,1.077391304347826,4.233695652173913,281.3521739130435,99.85467391304348,47.36413043478261,28.249456521739127,23.136304347826087,75.02369565217391,99.12,4.233695652173913,281.3521739130435,99.85467391304348,870.0,47.36413043478261,2044.37,29.53,26.47,75.02369565217391,60.75,7.24,47.36413043478261,47.36413043478261,47.36413043478261,0.0,0.0,0.0,5.664378071621637,5.664378071621637,5.995218406340197,5.995218406340197,6.345382191169733,6.345382191169733,0.1399999999999999,3.307378840366769,3.9214101841084057,4.64943950307303,0.4761219157658821,-0.4517684567550148,18.24945652173913,0.0,0.0,29.31217391304348,1.0627173913043475,0.0,0.0,92
8.5,77.0,2000,Winter,11.975333333333332,22.962,0.6044999999999999,34.555,2.0636666666666668,26.774166666666662,20.879166666666663,27.708666666666662,71.813,15.596666666666668,1.1801666666666668,3.4796666666666667,128.09166666666667,99.9735,57.58166666666667,26.774166666666662,20.879166666666663,71.813,70.81,3.4796666666666667,128.09166666666667,99.9735,870.0,57.58166666666667,1113.13,28.55,25.44,71.813,59.75,5.8,57.58166666666667,57.58166666666667,57.58166666666667,0.0,0.0,0.0,4.655541914804075,4.655541914804075,4.927458977174369,4.927458977174369,5.2152579476363865,5.2152579476363865,0.1399999999999999,1.7830149345071746,2.114040531812332,2.506522678892,0.5232570616000047,0.1561270652436695,16.774166666666666,0.0,0.0,27.708666666666662,0.9345,0.0,0.0,60
8.5,77.0,2001,Monsoon,11.935901639344262,24.78311475409836,0.5109836065573771,35.65795081967213,2.1444262295081966,25.885081967213114,23.927131147540983,26.052049180327867,89.03999999999999,18.698934426229503,3.844098360655738,5.657049180327869,288.0606557377049,99.89901639344262,78.93122950819672,25.885081967213114,23.927131147540983,89.03999999999999,468.98,5.657049180327869,288.0606557377049,99.89901639344262,870.0,78.93122950819672,2291.22,27.67,24.62,89.03999999999999,77.81,8.2,78.93122950819672,78.93122950819672,78.93122950819672,0.0,0.0,0.0,7.568721977140846,7.568721977140846,8.010789664122079,8.010789664122079,8.478677276906263,8.478677276906263,0.1399999999999999,6.422306064337085,7.614639151334661,9.028334810608818,0.4817828219057091,0.0687502065225614,15.885081967213114,0.0,0.0,26.052049180327867,0.1669672131147543,0.0,0.0,122
8.5,77.0,2001,Post-Monsoon,11.899508196721312,22.780819672131148,0.518360655737705,35.39327868852459,1.9057377049180328,25.89639344262295,23.36737704918033,26.384918032786885,86.15180327868853,18.07524590163934,3.058360655737705,3.655409836065574,225.95245901639345,99.96393442622951,71.25639344262295,25.89639344262295,23.36737704918033,86.15180327868853,186.56,3.655409836065574,225.95245901639345,99.96393442622951,870.0,71.25639344262295,1083.91,26.82,24.87,86.15180327868853,76.51,7.35,71.25639344262295,71.25639344262295,71.25639344262295,0.0,0.0,0.0,4.890673543708316,4.890673543708316,5.176323980833259,5.176323980833259,5.478658453705107,5.478658453705107,0.1399999999999999,2.131622085220115,2.5273683351997254,2.996586846261088,0.5234978804588877,-0.1137303623502266,15.896393442622951,0.0,0.0,26.384918032786885,0.4885245901639344,0.0,0.0,61
8.5,77.0,2001,Pre-Monsoon,11.914021739130431,25.054456521739134,0.5545652173913044,35.9054347826087,2.3041304347826084,28.214891304347827,23.422934782608696,29.23163043478261,76.68532608695652,18.230652173913043,2.5025000000000004,3.612173913043478,261.4967391304348,99.89771739130435,61.49826086956522,28.214891304347827,23.422934782608696,76.68532608695652,230.23,3.612173913043478,261.4967391304348,99.89771739130435,870.0,61.49826086956522,1899.26,29.91,25.91,76.68532608695652,60.78,6.88,61.49826086956522,61.49826086956522,61.49826086956522,0.0,0.0,0.0,4.832827010940443,4.832827010940443,5.115098795365788,5.115098795365788,5.413857277970541,5.413857277970541,0.1399999999999999,2.2696617687496548,2.69103577305024,3.190639958580923,0.4757720821781854,-0.1510549151485125,18.214891304347827,0.0,0.0,29.23163043478261,1.0167391304347826,0.0,0.0,92
8.5,77.0,2001,Winter,11.850888888888887,22.206222222222223,0.541888888888889,34.309666666666665,1.8977777777777776,26.72044444444445,20.376,27.70833333333333,70.232,15.141111111111112,0.9008888888888889,3.273333333333333,103.12222222222222,99.9991111111111,53.38144444444444,26.72044444444445,20.376,70.232,81.08,3.273333333333333,103.12222222222222,99.9991111111111,870.0,53.38144444444444,1669.1,29.03,24.45,70.232,58.19,5.81,53.38144444444444,53.38144444444444,53.38144444444444,0.0,0.0,0.0,4.37948286266654,4.37948286266654,4.635276095014111,4.635276095014111,4.906009488053388,4.906009488053388,0.1399999999999999,1.5101977022738111,1.790573422504243,2.1230022907273995,0.5352671769958199,0.131313709049073,16.720444444444443,0.0,0.0,27.70833333333333,0.9878888888888888,0.0,0.0,90
8.5,77.0,2002,Monsoon,11.994426229508196,24.82704918032787,0.5520491803278688,35.51811475409836,2.194262295081967,26.585245901639347,23.689918032786885,27.008852459016392,84.48368852459016,18.427049180327867,2.0490983606557376,5.8295901639344265,286.9188524590164,99.96770491803278,69.3255737704918,26.585245901639347,23.689918032786885,84.48368852459016,249.99,5.8295901639344265,286.9188524590164,99.96770491803278,870.0,69.3255737704918,2472.87,28.04,25.28,84.48368852459016,73.79,8.65,69.3255737704918,69.3255737704918,69.3255737704918,0.0,0.0,0.0,7.799569313437957,7.799569313437957,8.255120141735633,8.255120141735633,8.737278408062627,8.737278408062627,0.1399999999999999,6.92685601009031,8.21286130584558,9.73761988567396,0.4833884013508774,-0.5468558500259033,16.585245901639347,0.0,0.0,27.008852459016392,0.4236065573770493,0.0,0.0,122
8.5,77.0,2002,Post-Monsoon,11.444754098360656,22.619016393442624,0.4524590163934426,35.57360655737705,1.6832786885245905,26.212295081967213,23.548032786885248,26.85327868852459,85.4988524590164,18.26918032786885,4.46344262295082,3.160983606557377,208.17704918032783,99.9944262295082,82.81852459016395,26.212295081967213,23.548032786885248,85.4988524590164,272.27,3.160983606557377,208.17704918032783,99.9944262295082,870.0,82.81852459016395,947.39,27.55,25.11,85.4988524590164,73.84,5.5,82.81852459016395,82.81852459016395,82.81852459016395,0.0,0.0,0.0,4.229167067440297,4.229167067440297,4.476180778474612,4.476180778474612,4.73762186314207,4.73762186314207,0.1399999999999999,1.3379538776067033,1.586351674467517,1.8808657586817303,0.5070979060103652,0.1124968212241095,16.212295081967213,0.0,0.0,26.85327868852459,0.6409836065573769,0.0,0.0,61
